,Brands,Model,Variant,Make Year,Fuel,Transmission,Driven Kilometers,Owners,Location,Price
948,maruti,Maruti Wagon R 1.0,VXI,2013,Petrol,Manual,"50,429",1,chennai,"3,41,899"
949,maruti,Maruti Alto 800,LXI OPT,2018,Petrol,Manual,"21,679",1,chennai,"3,21,699"
950,maruti,Maruti Alto 800,LXI,2018,Petrol,Manual,"17,986",1,chennai,"3,50,699"
951,maruti,Maruti Celerio,ZXI OPT AMT,2018,Petrol,Automatic,"11,952",1,chennai,"4,93,099"
952,maruti,Maruti OMNI E,8 STR,2017,Petrol + LPG,,"26,568",1,chennai,"3,27,499"
953,maruti,Maruti S PRESSO,VXI PLUS,2019,Petrol,Manual,"18,436",1,chennai,"4,10,599"
954,maruti,Maruti Alto 800,VXI,2018,Petrol,Manual,"13,741",1,chennai,"3,37,899"
955,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2018,Petrol,Manual,"6,145",1,chennai,"4,12,399"
956,maruti,Maruti Celerio,VXI,2014,Petrol,Manual,"46,780",1,chennai,"3,65,899"
957,maruti,Maruti Wagon R 1.0,VXI,2017,Petrol,Manual,"30,184",1,chennai,"4,44,799"
958,maruti,Maruti Wagon R 1.0,VXI,2013,Petrol,Manual,"38,650",2,chennai,"3,49,899"
959,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2019,Petrol,Manual,"9,891",1,chennai,"4,49,299"
960,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2019,Petrol,Manual,"15,028",1,chennai,"4,51,399"
961,maruti,Maruti OMNI E,8 STR,2017,Petrol,Manual,"27,387",1,chennai,"2,89,799"
962,maruti,Maruti Alto K10,VXI,2014,Petrol,Manual,"41,920",1,chennai,"2,84,599"
963,maruti,Maruti Swift,VXI,2015,Petrol,Manual,"40,987",1,chennai,"4,66,699"
964,maruti,Maruti Wagon R 1.0,VXI,2013,Petrol,Manual,"52,259",2,chennai,"3,40,799"
965,maruti,Maruti IGNIS,DELTA 1.2 K12,2019,Petrol,Manual,"19,564",1,chennai,"5,36,899"
966,maruti,Maruti Wagon R 1.0,VXI AMT,2018,Petrol,Automatic,"20,945",1,chennai,"5,01,399"
967,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"53,876",2,chennai,"4,33,499"
968,maruti,Maruti Alto 800,LXI,2017,Petrol,Manual,"25,712",1,chennai,"3,08,699"
969,maruti,Maruti Baleno,DELTA 1.2 K12,2019,Petrol,Manual,"14,938",1,chennai,"6,75,699"
970,maruti,Maruti Wagon R 1.0,VXI,2017,Petrol,Manual,"24,401",1,chennai,"4,25,599"
971,maruti,Maruti Alto,LXI,2012,Petrol,Manual,"58,963",1,chennai,"2,11,699"
972,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2019,Petrol,Manual,"15,497",1,chennai,"4,67,399"
973,maruti,Maruti Ritz,VDI,2012,Diesel,Manual,"65,116",1,chennai,"3,16,999"
974,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"28,667",1,chennai,"5,85,099"
975,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"43,991",1,chennai,"4,65,699"
976,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"16,944",1,chennai,"6,15,299"
977,maruti,Maruti Wagon R 1.0,VXI,2011,Petrol,Manual,"72,997",2,chennai,"2,83,799"
978,maruti,Maruti Baleno,DELTA 1.2 K12,2018,Petrol,Manual,"28,264",2,chennai,"6,04,999"
979,maruti,Maruti Wagon R 1.0,VXI,2014,Petrol,Manual,"67,678",2,chennai,"3,51,699"
980,maruti,Maruti Alto 800,LXI,2016,Petrol,Manual,"55,293",1,chennai,"2,71,699"
981,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"41,318",2,chennai,"4,30,999"
982,maruti,Maruti Alto 800,LXI,2016,Petrol,Manual,"41,120",2,chennai,"2,80,299"
983,maruti,Maruti Wagon R Duo,LXI LPG,2009,Petrol + LPG,Manual,"50,928",3,chennai,"2,13,999"
984,maruti,Maruti IGNIS,DELTA 1.2 K12 AMT,2019,Petrol,Automatic,"12,620",1,chennai,"5,71,899"
985,maruti,Maruti Alto 800,LXI,2014,Petrol,Manual,"54,447",2,chennai,"2,49,099"
986,maruti,Maruti Dzire,VXI,2018,Petrol,Manual,"16,693",1,chennai,"6,75,899"
987,maruti,Maruti Alto,LXI,2012,Petrol,Manual,"74,535",1,chennai,"2,40,699"
988,maruti,Maruti Swift Dzire,VDI BS IV,2012,Diesel,Manual,"61,739",1,chennai,"4,39,599"
989,maruti,Maruti Wagon R 1.0,VXI PLUS AMT,2018,Petrol,Automatic,"16,640",1,chennai,"4,87,599"
990,maruti,Maruti Swift,ZXI,2014,Petrol,Manual,"47,529",2,chennai,"4,77,199"
991,maruti,Maruti Swift,VXI AMT,2019,Petrol,Automatic,"7,808",1,chennai,"6,68,199"
992,maruti,Maruti Alto 800,LXI,2017,Petrol,Manual,"35,253",1,chennai,"3,16,499"
993,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2020,Petrol,Manual,"13,035",1,chennai,"4,19,799"
994,maruti,Maruti Alto K10,LXI,2011,Petrol,Manual,"80,046",1,chennai,"2,26,999"
995,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"15,308",1,chennai,"5,75,999"
996,maruti,Maruti Alto 800,VXI,2016,Petrol,Manual,"50,541",2,chennai,"2,74,399"
997,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2017,Petrol,Manual,"46,766",1,chennai,"5,51,999"
998,maruti,Maruti Wagon R 1.0,VXI,2013,Petrol,Manual,"50,366",1,chennai,"3,69,499"
999,maruti,Maruti Wagon R 1.0,VXI,2013,Petrol,Manual,"57,595",2,chennai,"3,46,499"
1000,maruti,Maruti Swift,VDI ABS,2014,Diesel,Manual,"61,230",1,chennai,"5,02,299"
1001,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2020,Petrol,Manual,"9,375",1,chennai,"4,24,799"
1002,maruti,Maruti Ertiga,VDI ABS,2013,Diesel,Manual,"68,679",1,chennai,"5,99,599"
1003,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2020,Petrol,Manual,"4,324",1,chennai,"4,76,999"
1004,maruti,Maruti Alto 800,LXI,2013,Petrol,Manual,"58,171",2,chennai,"2,68,999"
1005,maruti,Maruti Ertiga,VDI SHVS,2017,Diesel,Manual,"14,614",1,chennai,"8,46,999"
1006,maruti,Maruti Swift,VDI,2013,Diesel,Manual,"67,328",2,chennai,"4,13,999"
1007,maruti,Maruti Wagon R 1.0,VXI,2018,Petrol,Manual,"35,927",1,chennai,"4,44,999"
1008,maruti,Maruti Baleno,ALPHA 1.2 K12,2016,Petrol,Manual,"29,711",1,chennai,"6,17,099"
1009,maruti,Maruti Alto K10,VXI,2015,Petrol,Manual,"51,629",2,chennai,"2,90,899"
1010,maruti,Maruti Ritz,VXI BS IV,2010,Petrol,Manual,"83,163",3,chennai,"2,33,099"
1011,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"25,719",1,chennai,"6,28,299"
1012,maruti,Maruti Alto 800,LXI,2018,Petrol,Manual,"29,975",2,chennai,"2,80,999"
1013,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2020,Petrol,Manual,"1,289",1,chennai,"4,82,199"
1014,maruti,Maruti Wagon R Stingray,VXI,2013,Petrol,Manual,"62,227",1,chennai,"3,31,799"
1015,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2020,Petrol,Manual,"11,025",1,chennai,"4,28,999"
1016,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2019,Petrol,Manual,"23,090",1,chennai,"4,31,399"
1017,maruti,Maruti Alto 800,LXI,2015,Petrol,Manual,"60,562",1,chennai,"2,60,799"
1018,maruti,Maruti Swift,VXI OPT,2017,Petrol,Manual,"42,061",1,chennai,"5,29,699"
1019,maruti,Maruti IGNIS,DELTA 1.2 K12,2018,Petrol,Manual,"15,813",1,chennai,"5,19,799"
1020,maruti,Maruti Wagon R 1.0,VXI OPT,2017,Petrol,Manual,"42,080",2,chennai,"4,21,299"
1021,maruti,Maruti IGNIS,DELTA 1.2 K12,2018,Petrol,Manual,"24,679",1,chennai,"5,45,899"
1022,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"61,514",3,chennai,"4,12,999"
1023,maruti,Maruti Wagon R 1.0,VXI,2011,Petrol,Manual,"75,822",2,chennai,"2,92,299"
1024,maruti,Maruti Dzire,VXI,2019,Petrol,Manual,"14,982",1,chennai,"6,53,699"
1025,maruti,Maruti Alto 800,LXI,2014,Petrol,Manual,"56,719",1,chennai,"2,51,899"
1026,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2019,Petrol,Manual,"25,091",1,chennai,"4,66,799"
1027,maruti,Maruti Swift,VXI AMT,2019,Petrol,Automatic,"13,523",1,chennai,"6,62,099"
1028,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"35,330",1,chennai,"5,43,099"
1029,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2012,Petrol,Manual,"68,105",1,chennai,"4,03,699"
1030,maruti,Maruti Baleno,ZETA 1.2 K12,2019,Petrol,Manual,"18,253",1,chennai,"6,93,999"
1031,maruti,Maruti IGNIS,DELTA 1.2 K12,2018,Petrol,Manual,"9,716",1,chennai,"5,44,799"
1032,maruti,Maruti Alto 800,LXI,2013,Petrol,Manual,"64,676",1,chennai,"2,08,899"
1033,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"14,448",1,chennai,"6,39,699"
1034,maruti,Maruti Baleno,DELTA 1.2 K12,2016,Petrol,Manual,"42,411",1,chennai,"5,35,699"
1035,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2012,Petrol,Manual,"68,292",1,chennai,"3,93,699"
1036,maruti,Maruti Alto 800,LXI,2016,Petrol,Manual,"47,745",1,chennai,"2,73,599"
1037,maruti,Maruti Alto K10,VXI,2017,Petrol,Manual,"64,909",1,chennai,"3,12,799"
1038,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"36,752",1,chennai,"5,67,699"
1039,maruti,Maruti Wagon R 1.0,VXI,2015,Petrol,Manual,"59,786",2,chennai,"3,50,099"
1040,maruti,Maruti IGNIS,DELTA 1.2 K12,2019,Petrol,Manual,"1,278",1,chennai,"5,79,299"
1041,maruti,Maruti Celerio,ZXI OPT AMT,2017,Petrol,Automatic,"74,843",1,chennai,"4,22,299"
1042,maruti,Maruti Baleno,ZETA 1.2 K12,2019,Petrol,Manual,"8,872",2,chennai,"7,12,699"
1043,maruti,Maruti IGNIS,DELTA 1.2 K12,2019,Petrol,Manual,"10,937",1,chennai,"5,70,699"
1044,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"6,240",1,chennai,"6,42,599"
1045,maruti,Maruti Alto 800,LXI,2017,Petrol,Manual,"69,430",1,chennai,"2,87,999"
1046,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2018,Petrol,Manual,"34,144",1,chennai,"3,80,999"
1047,maruti,Maruti Celerio,VXI,2018,Petrol,Manual,"53,793",1,chennai,"4,20,799"
1048,maruti,Maruti Swift,VXI AMT,2019,Petrol,Automatic,"24,697",1,chennai,"6,45,099"
1049,maruti,Maruti Ritz,ZDI,2015,Diesel,Manual,"95,891",1,chennai,"3,57,299"
1050,maruti,Maruti Wagon R 1.0,VXI,2015,Petrol,Manual,"56,386",1,chennai,"3,48,899"
1051,maruti,Maruti Swift,LXI OPT,2016,Petrol,Manual,"58,581",1,chennai,"4,63,899"
1052,maruti,Maruti Swift,VXI OPT,2016,Petrol,Manual,"51,487",1,chennai,"4,89,799"
1053,maruti,Maruti Wagon R 1.0,VXI,2012,Petrol,Manual,"81,727",1,chennai,"2,82,099"
1054,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2019,Petrol,Manual,"28,927",1,chennai,"4,68,099"
1055,maruti,Maruti Ciaz,ALPHA 1.4 VVT,2018,Petrol,Manual,"27,384",2,chennai,"7,03,699"
1056,maruti,Maruti Celerio,ZXI AMT,2016,Petrol,Automatic,"57,563",1,chennai,"4,18,999"
1057,maruti,Maruti Celerio,VXI AMT,2014,Petrol,Automatic,"66,622",4,chennai,"3,60,599"
1058,maruti,Maruti Baleno,ALPHA 1.2 K12,2018,Petrol,Manual,"41,887",2,chennai,"6,51,099"
1059,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"64,654",1,chennai,"4,16,399"
1060,maruti,Maruti Ertiga,LXI,2012,Petrol,Manual,"96,491",1,chennai,"5,22,299"
1061,maruti,Maruti Ritz,VDI,2012,Diesel,Manual,"70,091",2,chennai,"2,88,399"
1062,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"46,786",1,chennai,"5,66,699"
1063,maruti,Maruti Wagon R Duo,LXI LPG,2009,Petrol + LPG,Manual,"77,083",2,chennai,"2,10,399"
1064,maruti,Maruti Swift,VXI,2018,Petrol,Manual,"31,935",1,chennai,"5,97,199"
1065,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"13,471",1,chennai,"6,25,199"
1066,maruti,Maruti IGNIS,ZETA 1.2 K12,2018,Petrol,Manual,"50,448",1,chennai,"4,56,299"
1067,maruti,Maruti Swift Dzire,VDI BS IV,2015,Diesel,Manual,"74,575",1,chennai,"4,96,399"
1068,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"1,890",2,chennai,"6,33,399"
1069,maruti,Maruti Baleno,DELTA 1.2 K12,2017,Petrol,Manual,"47,186",2,chennai,"5,35,699"
1070,maruti,Maruti Wagon R 1.0,VXI,2011,Petrol,Manual,"78,170",1,chennai,"2,77,399"
1071,maruti,Maruti Alto 800,LXI,2018,Petrol,Manual,"34,457",2,chennai,"3,35,999"
1072,maruti,Maruti Alto K10,VXI OPT,2018,Petrol,Manual,"35,899",1,chennai,"3,57,199"
1073,maruti,Maruti Ritz,ZXI,2010,Petrol,Manual,"90,187",2,chennai,"2,60,699"
1074,maruti,Maruti Alto 800,LXI,2015,Petrol,Manual,"61,643",1,chennai,"2,83,499"
1075,maruti,Maruti Swift Dzire,VDI BS IV,2014,Diesel,Manual,"83,907",1,chennai,"4,77,899"
1076,maruti,Maruti Celerio,VXI,2016,Petrol,Manual,"62,433",1,chennai,"3,52,999"
1077,maruti,Maruti Baleno,ZETA 1.2 K12 CVT,2016,Petrol,Automatic,"53,571",1,chennai,"6,31,699"
1078,maruti,Maruti Alto 800,LXI,2016,Petrol,Manual,"59,197",1,chennai,"2,84,899"
1079,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"18,293",1,chennai,"6,06,299"
1080,maruti,Maruti Wagon R 1.0,VXI,2015,Petrol,Manual,"65,229",1,chennai,"3,83,299"
1081,maruti,Maruti Wagon R 1.0,VXI,2015,Petrol,Manual,"78,823",1,chennai,"3,75,599"
1082,maruti,Maruti Swift,VDI,2013,Diesel,Manual,"88,137",2,chennai,"4,21,599"
1083,maruti,Maruti Alto K10,VXI,2016,Petrol,Manual,"61,676",1,chennai,"3,04,899"
1084,maruti,Maruti Swift Dzire,VDI ABS,2015,Diesel,Manual,"85,558",1,chennai,"5,14,199"
1085,maruti,Maruti Ertiga,VDI ABS,2013,Diesel,Manual,"75,384",1,chennai,"5,81,799"
1086,maruti,Maruti Wagon R,LXI,2010,Petrol,Manual,"91,376",1,chennai,"2,24,699"
1087,maruti,Maruti A Star,VXI,2013,Petrol,Manual,"75,162",1,chennai,"2,90,099"
1088,maruti,Maruti Swift,VXI,2019,Petrol,Manual,"35,634",1,chennai,"6,01,399"
1089,maruti,Maruti Swift Dzire,VDI BS IV,2014,Diesel,Manual,"80,315",1,chennai,"4,81,599"
1090,maruti,Maruti Baleno,DELTA DDIS 190,2016,Diesel,Manual,"83,205",2,chennai,"5,36,699"
1091,maruti,Maruti Dzire,ZDI Plus AMT,2017,Diesel,Automatic,"76,040",1,chennai,"6,53,799"
1092,maruti,Maruti Ciaz,SIGMA 1.3 DDIS SHVS,2017,Diesel,Manual,"87,908",1,chennai,"5,58,799"
1093,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"60,464",1,chennai,"5,56,099"
1094,maruti,Maruti Baleno,ZETA 1.2 K12,2016,Petrol,Manual,"27,960",2,chennai,"5,94,899"
1095,maruti,Maruti Ciaz,ALPHA 1.4 VVT,2017,Petrol,Manual,"89,981",1,chennai,"6,60,999"
1096,maruti,Maruti Swift Dzire,VDI BS IV,2012,Diesel,Manual,"1,04,833",3,chennai,"4,13,999"
1097,maruti,Maruti Vitara Brezza,VDI,2019,Diesel,Manual,"24,368",1,chennai,"8,62,299"
1098,maruti,Maruti Wagon R 1.0,VXI,2017,Petrol,Manual,"82,239",1,chennai,"4,03,399"
1099,maruti,Maruti Vitara Brezza,ZDI PLUS DUAL TONE,2017,Diesel,Manual,"53,498",1,chennai,"8,43,999"
1100,maruti,Maruti Vitara Brezza,ZDI PLUS,2018,Diesel,Manual,"34,396",1,chennai,"8,84,999"
1101,maruti,Maruti Baleno,DELTA 1.2 K12,2018,Petrol,Manual,"47,586",1,chennai,"5,86,499"
1102,maruti,Maruti Swift Dzire,VDI BS IV,2014,Diesel,Manual,"76,652",1,chennai,"4,71,699"
1103,maruti,Maruti Swift,VDI ABS,2016,Diesel,Manual,"73,401",1,chennai,"5,04,999"
1104,maruti,Maruti Ertiga,VXI,2013,Petrol,Manual,"86,720",1,chennai,"5,31,399"
1105,maruti,Maruti Wagon R 1.0,LXI,2010,Petrol,Manual,"1,15,045",1,chennai,"2,18,499"
1106,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2015,Petrol,Manual,"95,389",1,chennai,"4,56,699"
1107,maruti,Maruti Ritz,LXI,2010,Petrol,Manual,"1,01,559",2,chennai,"2,01,199"
1108,maruti,Maruti Vitara Brezza,ZDI PLUS,2018,Diesel,Manual,"48,151",1,chennai,"9,48,099"
1109,maruti,Maruti Celerio,VXI AMT,2015,Petrol,Automatic,"70,423",1,chennai,"3,89,499"
1110,maruti,Maruti Dzire,VDI AMT,2017,Diesel,Automatic,"66,343",1,chennai,"6,00,699"
1111,maruti,Maruti Wagon R 1.0,VXI,2011,Petrol,Manual,"1,12,742",1,chennai,"2,57,199"
1112,maruti,Maruti Swift Dzire,LDI BS IV,2013,Diesel,Manual,"95,428",1,chennai,"4,10,199"
1113,maruti,Maruti Ertiga,VDI SHVS,2017,Diesel,Manual,"37,958",1,chennai,"8,43,799"
1114,maruti,Maruti Alto 800,LXI,2013,Petrol,Manual,"84,015",3,chennai,"2,21,799"
1115,maruti,Maruti Swift,VDI,2015,Diesel,Manual,"93,564",1,chennai,"4,50,099"
1116,maruti,Maruti Swift Dzire,VDI BS IV,2013,Diesel,Manual,"85,672",2,chennai,"4,12,899"
1117,maruti,Maruti Swift,VDI,2011,Diesel,Manual,"1,03,895",1,chennai,"3,59,599"
1118,maruti,Maruti Ritz,VXI BS IV,2013,Petrol,Manual,"86,707",1,chennai,"3,57,399"
1119,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2015,Petrol,Manual,"1,05,026",1,chennai,"4,48,899"
1120,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"84,775",1,chennai,"4,30,799"
1121,maruti,Maruti Alto,LXI,2012,Petrol,Manual,"87,280",1,chennai,"2,26,199"
1122,maruti,Maruti Swift,VDI,2013,Diesel,Manual,"99,401",1,chennai,"3,88,299"
1123,maruti,Maruti Swift,VXI,2015,Petrol,Manual,"86,119",2,chennai,"4,49,399"
1124,maruti,Maruti Ciaz,ALPHA 1.5 AT VTVT SHVS,2019,Petrol,,"43,775",1,chennai,"8,59,699"
1125,maruti,Maruti A Star,VXI,2011,Petrol,Manual,"1,23,134",1,chennai,"2,28,199"
1126,maruti,Maruti Celerio,ZXI ABS AMT,2016,Petrol,Automatic,"92,930",1,chennai,"4,06,199"
1127,maruti,Maruti Celerio,VXI,2015,Petrol,Manual,"89,237",2,chennai,"3,27,599"
1128,maruti,Maruti Swift Dzire,VDI ABS,2015,Diesel,,"95,763",1,chennai,"5,09,699"
1129,maruti,Maruti Swift,VXI,2013,Petrol,Manual,"1,03,981",1,chennai,"3,98,299"
1130,maruti,Maruti New Wagon-R,ZXI 1.2,2019,Petrol,Manual,"84,012",1,chennai,"4,90,099"
1131,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2013,Petrol,Manual,"1,05,555",2,chennai,"4,24,699"
1132,maruti,Maruti Swift,VXI,2015,Petrol,Manual,"1,19,927",1,chennai,"4,27,499"
1133,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2012,Petrol,Manual,"1,60,544",2,chennai,"4,18,699"
1134,maruti,Maruti Swift Dzire,ZDI,2013,Diesel,Manual,"1,99,145",1,chennai,"3,90,399"
1135,maruti,Maruti Swift Dzire,VDI BS IV,2013,Diesel,Manual,"1,19,674",1,chennai,"4,42,399"
1136,maruti,Maruti Swift Dzire,VDI BS IV,2013,Diesel,Manual,"1,62,266",1,chennai,"4,23,499"
1137,maruti,Maruti Swift Dzire,LXI 1.3,2009,Petrol,Manual,"1,99,457",1,chennai,"2,33,099"
1138,maruti,Maruti Wagon R 1.0,VXI,2012,Petrol,Manual,"1,23,289",1,chennai,"2,83,599"
1139,maruti,Maruti Swift,VDI ABS,2016,Diesel,Manual,"1,46,889",1,chennai,"4,80,899"
1140,maruti,Maruti Wagon R 1.0,VXI,2014,Petrol,Manual,"1,14,075",1,chennai,"3,35,499"
1141,maruti,Maruti Swift,ZDI AMT,2018,Diesel,Automatic,"1,13,765",1,chennai,"6,47,499"
1142,maruti,Maruti Alto K10,VXI,2015,Petrol,Manual,"95,412",1,chennai,"2,25,599"
1143,maruti,Maruti Alto 800,VXI,2014,Petrol,Manual,"29,878",1,chennai,"2,50,599"
1144,maruti,Maruti Alto,LXI,2011,Petrol,Manual,"9,924",1,chennai,"2,57,699"
1145,maruti,Maruti Alto K10,VXI,2013,Petrol,Manual,"16,288",2,chennai,"2,67,799"
1146,maruti,Maruti Wagon R 1.0,VXI,2014,Petrol,Manual,"24,663",1,chennai,"3,65,099"
1147,maruti,Maruti Wagon R 1.0,VXI,2013,Petrol,Manual,"35,140",1,chennai,"3,61,999"
1148,maruti,Maruti Wagon R 1.0,VXI,2015,Petrol,Manual,"45,929",1,chennai,"3,56,099"
1149,maruti,Maruti Alto 800,VXI,2014,Petrol,Manual,"50,917",1,chennai,"2,19,599"
1150,maruti,Maruti Zen Estilo,VXI,2012,Petrol,Manual,"76,275",1,chennai,"2,34,099"
1151,maruti,Maruti Alto K10,VXI AMT,2016,Petrol,,"49,350",3,chennai,"3,42,499"
1152,maruti,Maruti Alto 800,LXI,2014,Petrol,Manual,"65,487",1,chennai,"2,29,299"
1153,maruti,Maruti Alto K10,VXI,2013,Petrol,Manual,"68,748",1,chennai,"2,59,399"
1154,maruti,Maruti Baleno,DELTA 1.2 K12,2016,Petrol,Manual,"61,435",1,chennai,"5,24,299"
1155,maruti,Maruti Alto K10,VXI,2015,Petrol,Manual,"60,384",2,chennai,"2,86,499"
1156,maruti,Maruti Celerio,VXI AMT,2015,Petrol,Automatic,"64,404",1,chennai,"3,85,199"
1157,maruti,Maruti Vitara Brezza,ZDI,2016,Diesel,Manual,"62,482",1,chennai,"6,77,999"
1158,maruti,Maruti Baleno,ALPHA 1.2 K12,2018,Petrol,Manual,"58,598",1,chennai,"6,53,999"
1159,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2015,Petrol,Manual,"26,260",2,chennai,"3,39,799"
1160,maruti,Maruti Alto K10,VXI AMT,2015,Petrol,Manual,"32,513",2,chennai,"3,22,499"
1161,maruti,Maruti Alto K10,VXI AMT,2015,Petrol,Automatic,"26,376",2,chennai,"3,33,499"
1162,maruti,Maruti Alto 800,LXI,2014,Petrol,Manual,"39,576",3,chennai,"2,50,899"
1163,maruti,Maruti Ritz,VXI BS IV,2011,Petrol,Manual,"58,747",1,chennai,"2,69,099"
1164,maruti,Maruti Eeco,5 STR WITH AC PLUSHTR,2012,Petrol,Manual,"48,814",1,chennai,"2,78,899"
1165,maruti,Maruti Alto K10,VXI AMT,2015,Petrol,,"19,070",2,chennai,"3,31,799"
1166,maruti,Maruti OMNI E,8 STR,2018,Petrol,,"15,762",1,chennai,"3,16,199"
1167,maruti,Maruti Baleno,SIGMA 1.2 K12,2015,Petrol,Manual,"48,809",2,chennai,"4,22,499"
1168,maruti,Maruti Eeco,5 STR,2010,Petrol,Manual,"51,536",3,chennai,"2,10,899"
1169,maruti,Maruti Swift,VXI,2016,Petrol,Manual,"48,512",2,chennai,"4,68,399"
1170,maruti,Maruti Swift,VXI,2015,Petrol,Manual,"29,962",1,chennai,"4,87,999"
1171,maruti,Maruti Swift,LXI,2019,Petrol,Manual,"2,484",1,chennai,"5,86,699"
1172,maruti,Maruti Swift,VXI,2017,Petrol,Manual,"35,774",1,chennai,"5,38,999"
1173,maruti,Maruti OMNI E,STD,2018,Petrol,,"11,041",1,chennai,"2,99,499"
1174,maruti,Maruti Alto 800,LXI,2019,Petrol,Manual,"15,919",1,chennai,"3,22,699"
1175,maruti,Maruti Swift Dzire,VXI 1.2 BS IV,2015,Petrol,Manual,"47,445",1,chennai,"4,70,099"
1176,maruti,Maruti Alto 800,LXI,2019,Petrol,Manual,"8,929",1,chennai,"3,17,999"
1177,maruti,Maruti Celerio,VXI,2015,Petrol,Manual,"48,794",2,chennai,"3,47,499"
1178,maruti,Maruti Swift,VXI OPT,2017,Petrol,Manual,"23,798",1,chennai,"5,26,699"
1179,maruti,Maruti Swift Dzire,VDI BS IV,2016,Diesel,Manual,"46,150",1,chennai,"6,17,799"
1180,maruti,Maruti Dzire,VDI AMT,2017,Diesel,Automatic,"37,607",1,chennai,"6,32,699"
1181,maruti,Maruti Swift,VDI ABS,2015,Diesel,Manual,"73,530",1,chennai,"4,69,999"
1182,maruti,Maruti Ertiga,ZXI,2016,Petrol,Manual,"63,605",1,chennai,"6,66,399"
1183,maruti,Maruti Swift,VDI ABS,2015,Diesel,Manual,"65,160",2,chennai,"4,57,599"
1184,maruti,Maruti Ertiga,ZDI,2013,Diesel,Manual,"82,386",1,chennai,"5,72,699"
1185,maruti,Maruti Swift,VDI AMT,2018,Diesel,Automatic,"66,411",1,chennai,"6,36,499"
1186,maruti,Maruti Vitara Brezza,VDI,2016,Diesel,Manual,"83,813",1,chennai,"6,25,899"
1187,tata,Tata Tiago,XZ 1.2 REVOTRON,2017,Petrol,Manual,"35,966",1,chennai,"4,49,599"
1188,tata,Tata Tiago,XZ 1.2 REVOTRON,2018,Petrol,Manual,"9,776",1,chennai,"5,33,899"
1189,tata,Tata Hexa,Varicor 400 XT,2019,Diesel,Manual,"34,262",1,chennai,"18,43,499"
1190,tata,Tata Hexa,Varicor 400 XT,2019,Diesel,Manual,"46,337",1,chennai,"17,96,099"
1191,tata,Tata Tiago,XT 1.2 REVOTRON,2018,Petrol,Manual,"12,099",1,chennai,"4,84,199"
1192,tata,Tata Tiago,XZ 1.2 REVOTRON,2018,Petrol,Manual,"12,997",1,chennai,"5,36,599"
1193,tata,Tata Tiago,XT 1.2 REVOTRON,2018,Petrol,Manual,"11,253",1,chennai,"4,86,799"
1194,tata,Tata Tiago,XZ 1.2 REVOTRON,2018,Petrol,Manual,"15,346",1,chennai,"5,14,399"
1195,tata,Tata Tiago,XZ 1.2 REVOTRON,2016,Petrol,Manual,"42,986",1,chennai,"4,28,399"
1196,tata,Tata Tiago,XE 1.2 REVOTRON,2019,Petrol,Manual,"24,829",1,chennai,"4,12,599"
1197,tata,Tata Safari Storme,2.2 VX 4X2,2015,Diesel,Manual,"1,88,574",1,chennai,"5,44,699"
